name,rating,reviews,industry,location,highly_rated,critically_rated
Speridian Technologies,3.4,423,IT Services & Consulting,Bangalore / Bengaluru +20 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Mediamint,2.9,423,Marketing & Advertising,Hyderabad / Secunderabad +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Synopsys,3.7,422,Semiconductors,Bangalore / Bengaluru +10 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
ABCI Infrastructures,3.4,422,Engineering & Construction,Kolkata +55 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Caresoft Global,3.4,421,Automobile,Coimbatore +13 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
GTL Infrastructure,4.1,421,Hardware & Networking,Mumbai +48 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Ind-Swift Laboratories,3.8,421,Pharma,Chandigarh +25 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Eurofins It Solutions,3.1,421,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Ashapura Group Of Industries,4.1,421,Metals & Mining,Bhuj +30 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Aditya Birla Housing Finance,3.8,421,Financial Services,Mumbai +90 other locations,,"Promotions / Appraisal, Work Satisfaction"
Cimpress,3.8,422,Printing & Publishing,Mumbai +9 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Skill Development / Learning"
Caresoft Global,3.4,421,Automobile,Coimbatore +13 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
GTL Infrastructure,4.1,421,Hardware & Networking,Mumbai +48 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Honeywell International India,3.9,420,Defence & Aerospace,Pune +23 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
B.C. Jindal Group of Companies,3.9,420,Iron & Steel,New Delhi +32 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",
NetApp,3.7,420,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal, Skill Development / Learning"
Entrata,3.9,420,Software Product,Pune +5 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Powerweave,3.3,420,BPO,Mumbai +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Dow Chemical International Private Limited,3.7,421,Chemicals,Chennai +15 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Meyer Organics,3.6,420,Pharma,Mumbai +69 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Mashreq Global Services,3.1,419,Financial Services,Bangalore / Bengaluru +10 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Samsung C&T,4.2,419,Engineering & Construction,Mumbai +27 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Al Turki Enterprises,3.6,419,Oil & Gas,Muscat +16 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
AQM Technologies,3.3,419,IT Services & Consulting,Mumbai +13 other locations,,"Company Culture, Promotions / Appraisal, Work Life Balance"
Vcare Trichology,3.6,419,Healthcare,Chennai +60 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Bengal Beverages,3.0,419,Beverage,Kolkata +13 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Sunwoda Electronic India Pvt Ltd,3.9,419,Electronics Manufacturing,Noida +7 other locations,"Job Security, Company Culture",Promotions / Appraisal
Confidence Petroleum India,2.9,419,Oil & Gas,Nagpur +50 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Medica Superspecialty Hospital,3.8,418,Healthcare,Kolkata +18 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Go Colors,3.9,418,Fashion & Textile,Chennai +69 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Titagarh Rail Systems,2.8,420,Railways,Kolkata +18 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
KLAY Preschool and Daycare,3.6,419,,,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Purplle.com,3.6,418,Beauty & Personal Care,Mumbai +33 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Go Colors,3.9,418,Fashion & Textile,Chennai +69 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Medica Superspecialty Hospital,3.8,418,Healthcare,Kolkata +18 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Regency Hospital Ltd,4.1,418,Healthcare,Kanpur +16 other locations,"Work Life Balance, Company Culture, Job Security",
Black Knight,3.5,417,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
ArisGlobal,2.8,417,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Birla White,4.2,417,Building Material,Jodhpur +108 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Comcast,3.9,418,Telecom,Chennai +12 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
OnePlus,3.7,416,Consumer Electronics & Appliances,Bangalore / Bengaluru +57 other locations,,"Promotions / Appraisal, Job Security"
Orion Innovation,3.4,415,IT Services & Consulting,Chennai +12 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Varindera Constructions,4.5,415,Engineering & Construction,New Delhi +20 other locations,"Salary & Benefits, Company Culture, Job Security",
Calsoft,2.7,415,IT Services & Consulting,Pune +6 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Pocket FM,2.7,415,Media & Entertainment,Bangalore / Bengaluru +16 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Havmor Ice Cream,4.1,415,Food Processing,Ahmedabad +69 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Chettinad Cements,3.9,418,Building Material,Chennai +60 other locations,"Work Life Balance, Salary & Benefits",
Ramada,3.9,415,Hospitality,Mumbai +58 other locations,Work Life Balance,
Zscaler Softech,3.3,415,Software Product,Bangalore / Bengaluru +13 other locations,Salary & Benefits,"Job Security, Work Satisfaction, Promotions / Appraisal"
Magus Customer Dialog,3.7,415,BPO,Hyderabad / Secunderabad +18 other locations,,"Salary & Benefits, Work Life Balance, Promotions / Appraisal"
Pocket FM,2.7,415,Media & Entertainment,Bangalore / Bengaluru +16 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Recpdcl.ltd,4.0,414,Facility Management Services,New Delhi +67 other locations,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
Mahindra Lifespace Developers,4.1,414,Real Estate,Mumbai +23 other locations,"Work Life Balance, Job Security, Company Culture",
Motilal Oswal Wealth Management,4.4,429,Financial Services,Mumbai +24 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Kutchina,3.4,414,Consumer Electronics & Appliances,Kolkata +65 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Honour Lab,3.9,414,Pharma,Hyderabad / Secunderabad +19 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Tata Steel Downstream Products,3.6,413,Iron & Steel,Jamshedpur +38 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Rapido,3.5,414,Internet,Bangalore / Bengaluru +58 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Rakuten Symphony,3.5,415,Telecom,Indore +8 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Siyaram Silk Mills,4.1,413,Fashion & Textile,Mumbai +37 other locations,"Work Life Balance, Job Security, Company Culture",
Secure Value,3.3,413,IT Services & Consulting,Mumbai +82 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
NOON.COM,3.4,413,Internet,Gurgaon / Gurugram +24 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Lambda Therapeutic Research,4.0,412,Clinical Research,Ahmedabad +8 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Falcon Autotech,3.9,412,Industrial Automation,Noida +16 other locations,,Promotions / Appraisal
National Organic Chemical Industries,3.8,412,Chemicals,Bharuch +13 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Hiranandani Financial Services,4.0,414,NBFC,Mumbai +88 other locations,"Company Culture, Work Life Balance, Job Security",
PC Solutions,4.0,412,IT Services & Consulting,New Delhi +17 other locations,"Work Life Balance, Company Culture, Job Security",
Tally Solutions,4.0,411,Software Product,Bangalore / Bengaluru +66 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
TTK Healthcare,4.1,412,Healthcare,Chennai +78 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Dee Piping System,4.1,411,Engineering & Construction,Faridabad +20 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",
NTPC GE Power Services,3.9,412,Oil & Gas,Jharsuguda +28 other locations,"Salary & Benefits, Job Security",Promotions / Appraisal
Talbros,3.9,411,Auto Components,Faridabad +24 other locations,,Promotions / Appraisal
Premium Transmission,3.3,411,Industrial Machinery,Pune +17 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Indian Political Action Committee,2.8,411,Other,Kolkata +20 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
Kiswok Industries,3.3,411,Iron & Steel,Kolkata +6 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
India Nippon Electricals,3.9,411,Electrical Equipment,Hosur +25 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Tata Steel Utilities and Infrastructure Services,3.7,410,Engineering & Construction,Jamshedpur +18 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Pole To Win,3.3,410,Gaming,Bangalore / Bengaluru +9 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Ami Lifesciences,3.9,410,Pharma,Vadodara +10 other locations,"Salary & Benefits, Job Security",
Godrej Jersey,4.1,411,,,"Work Life Balance, Company Culture, Job Security",
Knack Global,3.1,410,IT Services & Consulting,Jaipur +11 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
Head Field Solutions,4.1,410,Recruitment,Noida +5 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",
Unified Mentor,4.0,410,,,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Salary & Benefits
Midland Microfin Limited,3.5,410,NBFC,Jalandhar +118 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Infovision,3.5,410,IT Services & Consulting,Pune +12 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Aramex,3.3,410,Logistics,Mumbai +52 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Dun & Bradstreet,3.1,411,Analytics & KPO,Mumbai +16 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Neilsoft,3.3,409,Engineering & Construction,Pune +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Tata BlueScope Steel,3.6,409,Iron & Steel,Jamshedpur +38 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Ozone Overseas,3.9,410,Building Material,New Delhi +57 other locations,Work Life Balance,Promotions / Appraisal
FM LOGISTIC,3.9,409,Logistics,Pune +35 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Ozone Overseas,3.9,410,Building Material,New Delhi +57 other locations,Work Life Balance,Promotions / Appraisal
Neilsoft,3.3,409,Engineering & Construction,Pune +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Tata BlueScope Steel,3.6,409,Iron & Steel,Jamshedpur +38 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Aliens Group,4.0,408,Real Estate,Hyderabad / Secunderabad +6 other locations,"Skill Development / Learning, Salary & Benefits, Job Security",
A. O. Smith India Water Products Private Limited,3.9,408,Consumer Electronics & Appliances,Bangalore / Bengaluru +50 other locations,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
Konexions Back Office Services,2.7,409,BPO,New Delhi +19 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Tagros Chemicals,3.5,408,Agro Chemicals,Cuddalore +12 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Anunta Technology Management Services,3.5,407,IT Services & Consulting,Mumbai +20 other locations,,"Promotions / Appraisal, Work Life Balance, Salary & Benefits"
Essar Group,3.7,407,Engineering & Construction,Mumbai +45 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
IIMI Image Management Private Limited,4.1,407,BPO,Kolkata +5 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Nexteer Automotive,3.8,407,Auto Components,Bangalore / Bengaluru +10 other locations,,Promotions / Appraisal
Virchow Biotech,3.4,406,Pharma,Hyderabad / Secunderabad +12 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Prolifics Corporation,3.6,406,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
LKQ INDIA,3.5,406,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,"Company Culture, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Capital Trust,3.3,406,NBFC,New Delhi +119 other locations,,"Job Security, Company Culture, Work Satisfaction"
PC Jewellers,3.9,406,Metals & Mining,New Delhi +73 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
e2open,3.5,406,Software Product,Bangalore / Bengaluru +15 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Agro Tech Foods,4.0,405,FMCG,Hyderabad / Secunderabad +77 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Uniparts Group,3.6,406,Industrial Machinery,Noida +13 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Nous Infosystems,3.6,405,IT Services & Consulting,Bangalore / Bengaluru +8 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
